;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
29769;24;9;0.594422260592927;0.37281076380546;0.520551761663771;weR
29773;24;13;0.500892772517451;0.383489959056233;0.442191365786842;weR
29775;24;15;0.500892772517451;0.0;0.500892772517451;weR
29776;24;16;0.500892772517451;0.0;0.500892772517451;weR
29778;24;18;0.455828582290794;0.264683897457572;0.392566420195293;weR
29780;24;20;0.455828582290794;0.394169154307006;0.45730904862001;weR
29786;24;26;0.455828582290794;0.264683897457572;0.392566420195293;weR
29789;24;29;0.455828582290794;0.264683897457572;0.392566420195293;weR
29791;24;31;0.500892772517451;0.0;0.500892772517451;weR
29793;24;3;0.3580477781055;0.183255017893938;0.299783524701646;weR
29797;24;7;0.39886065222234;0.21796241051503;0.21796241051503;weR
29803;24;13;0.578267170432372;0.21796241051503;0.327293937047107;weR
29804;24;14;0.578267170432372;0.21796241051503;0.327293937047107;weR
29806;24;16;0.578267170432372;0.219964759121045;0.328628836117784;weR
29808;24;18;0.3580477781055;0.183255017893938;0.299783524701646;weR
29809;24;19;0.3580477781055;0.183255017893938;0.299783524701646;weR
29811;24;21;0.3580477781055;0.454239635313015;0.406143706709257;weR
29812;24;22;0.3580477781055;0.454239635313015;0.406143706709257;weR
29814;24;24;0.3580477781055;0.183255017893938;0.299783524701646;weR
29816;24;26;0.3580477781055;0.454239635313015;0.406143706709257;weR
29819;24;29;0.3580477781055;0.454239635313015;0.406143706709257;weR
29822;24;4;0.549358056682693;0.502296020654894;0.575992842436174;weR
29824;24;6;0.631834020245819;0.0;0.668395550885688;weR
29826;24;8;0.631834020245819;0.502296020654894;0.585345785770291;weR
29828;24;10;0.631834020245819;0.0;0.668395550885688;weR
29830;24;12;0.631834020245819;0.502296020654894;0.585345785770291;weR
29832;24;14;0.508545189407641;0.0;0.494940895754765;weR
29838;24;21;0.549358056682693;0.502296020654894;0.575992842436174;weR
29841;24;3;0.578267143065219;0.0;0.578267143065219;weR
29848;24;11;0.622481090595278;0.161896622021672;0.52313011087863;weR
29852;24;15;0.723662968193791;0.176580523883234;0.541302153423605;weR
29855;24;6;0.666695010758184;0.355457066487904;0.438796621115593;weR
29859;24;10;0.938780719612787;0.551687317151568;0.728228671841447;weR
29862;24;13;0.663293930503177;0.451569842542381;0.525121706201669;weR
29863;24;14;0.663293930503177;0.451569842542381;0.525121706201669;weR
29864;24;15;0.663293930503177;0.451569842542381;0.525121706201669;weR
29866;24;17;0.938780719612787;0.451569842542381;0.678169934536854;weR
29871;24;22;0.675197684028549;0.551687317151568;0.634027561736222;weR
29878;24;8;0.84185020601661;0.520984610329727;0.520984610329727;weR
29879;24;9;0.84185020601661;0.520984610329727;0.520984610329727;weR
29880;24;10;0.84185020601661;0.520984610329727;0.520984610329727;weR
29883;24;13;0.659042607551571;0.2933842388899;0.2933842388899;weR
29884;24;14;0.659042607551571;0.2933842388899;0.2933842388899;weR
29887;24;17;0.659042607551571;0.2933842388899;0.2933842388899;weR
29889;24;19;0.450726989275436;0.2933842388899;0.336762293249828;weR
29890;24;20;0.450726989275436;0.2933842388899;0.336762293249828;weR
29892;24;22;0.560411540144313;0.554357101866122;0.447274628262676;weR
29893;24;23;0.560411540144313;0.554357101866122;0.447274628262676;weR
29896;24;3;0.426069212160939;0.419532251419342;0.419532251419342;weR
29898;24;5;0.400561164982691;0.965506182126845;0.667303718426089;weR
29899;24;6;0.400561164982691;0.965506182126845;0.667303718426089;weR
29900;24;7;0.400561164982691;0.965506182126845;0.667303718426089;weR
29902;24;9;0.420117349081829;0.965506182126845;0.614384217875657;weR
29906;24;13;0.369101254725333;0.412857746667199;0.413086467619507;weR
29907;24;14;0.369101254725333;0.412857746667199;0.413086467619507;weR
29908;24;15;0.369101254725333;0.412857746667199;0.413086467619507;weR
29909;24;16;0.369101254725333;0.412857746667199;0.413086467619507;weR
29911;24;18;0.426069212160939;0.412857746667199;0.412857746667199;weR
29912;24;19;0.426069212160939;0.412857746667199;0.412857746667199;weR
29914;24;21;0.369101254725333;0.412857746667199;0.413086467619507;weR
29915;24;22;0.369101254725333;0.412857746667199;0.413086467619507;weR
29917;24;26;0.369101254725333;0.412857746667199;0.413086467619507;weR
29923;24;6;0.590170896590592;0.423536952659411;0.534626248613532;weR
29925;24;8;0.529801886267131;0.41219030048856;0.470996093377846;weR
29927;24;12;0.590170896590592;0.423536952659411;0.534626248613532;weR
29929;24;14;0.483887425976721;0.423536952659411;0.533212228183425;weR
29932;24;17;0.529801886267131;0.41219030048856;0.470996093377846;weR
29933;24;18;0.529801886267131;0.41219030048856;0.470996093377846;weR
29935;24;20;0.478785819277787;0.41219030048856;0.445488059883174;weR
29937;24;22;0.529801886267131;0.41219030048856;0.470996093377846;weR
29938;24;23;0.529801886267131;0.41219030048856;0.470996093377846;weR
29944;24;2;0.406513055428953;0.300058735585963;0.312302857647767;weR
29946;24;4;0.552759109570547;0.300058735585963;0.426408922578255;weR
29947;24;5;0.552759109570547;0.300058735585963;0.426408922578255;weR
29948;24;6;0.552759109570547;0.300058735585963;0.426408922578255;weR
29949;24;7;0.552759109570547;0.300058735585963;0.426408922578255;weR
29952;24;11;0.406513055428953;0.300058735585963;0.312302857647767;weR
29957;24;16;0.552759109570547;0.113840239365153;0.406452819502082;weR
29959;24;18;0.479636089341538;0.113840239365153;0.408123241666151;weR
29960;24;19;0.479636089341538;0.113840239365153;0.408123241666151;weR
29963;24;22;0.406513055428953;0.300058735585963;0.312302857647767;weR
29964;24;23;0.406513055428953;0.300058735585963;0.312302857647767;weR
29965;24;24;0.406513055428953;0.300058735585963;0.312302857647767;weR
29966;24;25;0.406513055428953;0.300058735585963;0.312302857647767;weR
29968;24;27;0.479636089341538;0.113840239365153;0.408123241666151;weR
29971;24;3;0.570614739858606;0.406183255341855;0.515804245019689;weR
29975;24;7;0.507694919343889;0.345445320101129;0.426570119722509;weR
29979;24;11;0.558710986333233;0.366136264424037;0.464549300538014;weR
29980;24;12;0.558710986333233;0.366136264424037;0.464549300538014;weR
29985;24;17;0.507694919343889;0.345445320101129;0.426570119722509;weR
29988;24;20;0.570614739858606;0.406183255341855;0.515804245019689;weR
